Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,DTIRatio,HasMortgage,HasDependents,Default
39,55678.0,11161.0,624.0,98,8,9.57,20.05,0,0,1
48,50155.0,15748.0,742.0,61,3,10.99,31.4,0,0,0
46,53450.0,14057.0,609.0,29,2,8.97,26.3,0,1,0
57,51778.0,15211.0,564.0,220,7,12.8,29.38,0,1,0
46,41826.0,19260.0,599.0,21,4,12.01,46.05,0,1,1
43,58517.0,11757.0,645.0,202,1,21.58,20.09,1,0,0
29,35873.0,13464.0,582.0,211,9,16.58,37.53,0,1,0
32,72800.0,25185.0,749.0,125,8,16.88,34.59,1,0,0
21,66220.0,15022.0,645.0,156,2,14.89,22.68,0,0,0
21,46118.0,13746.0,606.0,168,11,11.53,29.81,0,0,0
54,46990.0,15578.0,546.0,41,1,11.9,33.15,0,0,1
52,59959.0,13870.0,689.0,97,0,12.26,23.13,0,0,0
45,40626.0,10033.0,687.0,192,7,13.75,24.7,0,0,0
60,87616.0,8014.0,587.0,30,10,14.56,9.15,0,1,0
21,61443.0,9656.0,471.0,157,2,13.0,15.72,1,0,1
36,62079.0,21110.0,683.0,111,6,11.84,34.01,1,0,0
59,67266.0,10591.0,635.0,145,0,10.62,15.74,0,0,1
25,44570.0,13916.0,677.0,121,0,7.43,31.22,0,1,0
42,74602.0,19905.0,807.0,16,11,18.13,26.68,0,0,0
49,57062.0,13051.0,648.0,37,8,21.82,22.87,0,1,0
23,72103.0,19434.0,609.0,141,11,17.8,26.95,0,1,0
32,51437.0,4214.0,558.0,214,7,7.96,8.19,1,0,0
46,78711.0,14072.0,625.0,216,11,16.15,17.88,0,0,0
36,62224.0,15552.0,663.0,206,2,17.1,24.99,0,0,0
57,94285.0,15162.0,654.0,109,5,11.39,16.08,0,1,0
42,48349.0,3430.0,788.0,183,10,14.96,7.09,0,0,0
49,58682.0,23422.0,690.0,21,2,11.17,39.91,1,0,0
34,36432.0,9017.0,639.0,194,11,19.12,24.75,0,0,1
48,45473.0,17345.0,593.0,55,3,14.46,38.14,0,1,1
25,66136.0,15056.0,671.0,118,0,9.33,22.77,1,0,0
50,75328.0,22026.0,577.0,146,4,15.68,29.24,0,0,0
25,108370.0,30312.0,664.0,56,0,17.24,27.97,1,1,0
32,53261.0,5967.0,689.0,171,0,13.79,11.2,1,1,0
36,38202.0,10458.0,633.0,225,9,14.92,27.38,0,1,0
46,68560.0,16324.0,600.0,34,10,12.72,23.81,1,0,0
46,34699.0,7263.0,475.0,113,10,8.46,20.93,0,1,1
41,65157.0,20475.0,742.0,124,6,12.39,31.42,0,1,0
59,45959.0,20904.0,682.0,128,11,15.09,45.48,0,0,0
56,58809.0,18916.0,684.0,51,5,12.49,32.17,0,1,0
53,74639.0,16656.0,525.0,84,1,16.2,22.32,1,0,1
50,53007.0,24588.0,760.0,220,10,11.43,46.39,1,1,0
57,71792.0,6911.0,613.0,197,11,11.69,9.63,1,0,0
43,70717.0,15457.0,627.0,164,1,16.32,21.86,1,1,0
30,21442.0,9828.0,564.0,64,10,13.89,45.84,0,0,1
25,38771.0,21229.0,507.0,178,6,11.35,54.75,0,1,1
56,26887.0,2167.0,743.0,128,0,17.14,8.06,0,0,0
54,91031.0,14803.0,753.0,218,1,10.25,16.26,0,1,0
51,53103.0,17347.0,637.0,20,11,10.09,32.67,0,1,0
30,87055.0,8368.0,596.0,180,7,3.0,9.61,1,0,0
39,25607.0,10617.0,620.0,15,5,10.78,41.46,0,1,1
52,44690.0,15108.0,622.0,235,1,18.23,33.81,0,1,1
21,69409.0,21686.0,554.0,122,6,4.71,31.24,0,0,0
25,58227.0,7770.0,627.0,60,3,9.19,13.34,1,0,0
24,64591.0,8991.0,662.0,53,1,14.76,13.92,1,1,0
36,32431.0,22879.0,731.0,167,11,4.02,70.55,1,0,0
44,79782.0,13089.0,651.0,25,5,10.96,16.41,0,0,0
36,68986.0,9557.0,524.0,79,10,17.56,13.85,1,0,1
22,62229.0,20101.0,678.0,219,8,21.17,32.3,0,0,0
48,42659.0,11583.0,630.0,64,10,14.16,27.15,1,0,0
52,60828.0,22192.0,760.0,99,8,9.29,36.48,0,0,0
47,49753.0,10354.0,764.0,73,7,9.16,20.81,0,1,0
40,25291.0,13883.0,767.0,191,2,13.58,54.89,0,1,0
44,54092.0,21615.0,605.0,170,2,14.12,39.96,1,0,0
32,52179.0,13416.0,809.0,16,1,20.43,25.71,0,1,0
55,74123.0,20292.0,678.0,120,4,16.88,27.38,1,1,0
53,15000.0,14541.0,780.0,186,11,13.34,96.94,0,1,0
53,59234.0,28872.0,610.0,22,3,11.66,48.74,0,0,1
63,34200.0,25981.0,626.0,134,6,25.06,75.97,0,0,1
57,60746.0,5703.0,672.0,171,3,15.51,9.39,0,1,0
32,61737.0,18656.0,662.0,180,8,10.32,30.22,0,1,0
23,53437.0,9285.0,750.0,70,11,12.1,17.38,0,1,0
21,69531.0,16341.0,631.0,107,11,9.49,23.5,1,1,0
53,32576.0,15479.0,743.0,78,1,3.38,47.52,0,0,0
60,74939.0,7612.0,709.0,161,10,14.25,10.16,1,1,0
30,42255.0,22409.0,633.0,45,5,20.13,53.03,1,0,1
63,26994.0,16423.0,702.0,236,6,6.48,60.84,1,0,0
64,50097.0,13007.0,612.0,195,3,13.22,25.96,0,1,0
49,17287.0,11933.0,838.0,205,5,10.17,69.03,0,0,0
33,59575.0,15978.0,437.0,77,6,15.09,26.82,0,0,1
32,50333.0,17855.0,704.0,15,3,12.31,35.47,1,1,0
51,77206.0,14125.0,509.0,70,7,7.56,18.3,1,0,1
22,66681.0,1000.0,632.0,95,8,9.08,1.5,0,1,0
55,29944.0,15118.0,643.0,146,0,9.68,50.49,0,1,1
43,39909.0,4910.0,771.0,1,6,18.38,12.3,1,1,0
37,64372.0,13534.0,595.0,9,8,18.17,21.02,0,0,1
46,70247.0,5168.0,755.0,177,11,11.75,7.36,1,0,0
28,77005.0,5085.0,556.0,124,9,17.91,6.6,0,0,1
49,76861.0,23646.0,758.0,80,4,12.31,30.76,1,0,0
46,53389.0,12759.0,612.0,228,11,11.69,23.9,0,0,0
30,61528.0,12223.0,656.0,139,1,13.23,19.87,0,1,0
46,78377.0,18378.0,623.0,69,9,14.14,23.45,1,0,0
54,49540.0,12406.0,753.0,149,5,10.78,25.04,1,1,0
61,61835.0,29727.0,737.0,31,11,13.09,48.07,0,0,0
27,49116.0,13089.0,685.0,104,11,16.15,26.65,0,1,0
24,45083.0,17556.0,558.0,83,6,13.52,38.94,1,1,1
31,55871.0,21797.0,593.0,128,1,13.17,39.01,1,0,0
49,42624.0,26216.0,568.0,181,1,14.98,61.51,1,0,1
56,52644.0,9806.0,470.0,238,9,15.67,18.63,1,1,1
45,36371.0,12074.0,751.0,57,11,12.75,33.2,0,1,0
41,51580.0,23922.0,624.0,197,9,11.1,46.38,0,1,0
56,63071.0,20670.0,623.0,210,0,13.76,32.77,1,0,0
30,44402.0,22526.0,770.0,145,3,6.62,50.73,1,0,0
57,55167.0,5419.0,612.0,133,6,12.16,9.82,0,1,0
29,57508.0,25836.0,583.0,44,8,3.11,44.93,0,1,1
44,63146.0,9670.0,632.0,96,2,6.3,15.31,1,0,0
55,52596.0,16346.0,559.0,22,11,5.7,31.08,0,1,1
55,74546.0,13962.0,678.0,22,10,17.19,18.73,0,0,0
56,17183.0,8851.0,620.0,153,6,13.06,51.51,0,0,0
38,107880.0,5112.0,609.0,204,6,7.95,4.74,1,0,1
59,39320.0,2793.0,602.0,134,6,14.96,7.1,1,0,0
52,62261.0,15833.0,642.0,78,1,16.95,25.43,0,1,0
44,38108.0,4323.0,657.0,43,5,15.03,11.34,1,0,0
43,66597.0,7063.0,608.0,26,1,12.25,10.61,1,0,0
52,59978.0,13474.0,621.0,25,5,13.93,22.46,0,1,0
57,43287.0,1000.0,643.0,96,9,16.61,2.31,1,1,0
32,74316.0,20453.0,635.0,206,2,11.12,27.52,0,1,0
33,52049.0,1000.0,652.0,35,1,13.12,1.92,0,1,0
43,64850.0,14458.0,596.0,108,11,11.97,22.29,0,0,1
45,38491.0,15105.0,730.0,54,5,6.55,39.24,0,1,0
55,54444.0,18766.0,658.0,191,1,16.67,34.47,0,1,0
61,91061.0,14708.0,610.0,218,4,21.23,16.15,1,1,1
50,72333.0,29125.0,678.0,184,1,9.5,40.27,1,0,0
37,60537.0,16514.0,644.0,68,2,16.85,27.28,1,0,0
40,46919.0,22375.0,511.0,60,2,9.63,47.69,0,1,1
45,56215.0,9936.0,677.0,129,5,13.53,17.67,0,0,0
42,58556.0,15845.0,568.0,54,5,19.03,27.06,0,1,1
33,63086.0,25833.0,725.0,121,9,10.92,40.95,0,1,0
39,35620.0,13336.0,631.0,96,2,12.94,37.44,0,1,0
56,67031.0,16346.0,712.0,79,2,5.79,24.39,1,1,0
32,35387.0,21866.0,600.0,86,11,10.34,61.79,1,1,1
61,84360.0,9804.0,656.0,37,0,5.37,11.62,0,0,0
39,41111.0,1000.0,747.0,118,6,14.72,2.43,0,1,0
32,60339.0,16789.0,628.0,207,7,16.33,27.82,1,1,0
29,73093.0,21921.0,603.0,77,1,12.11,29.99,0,0,0
27,50457.0,5540.0,702.0,156,3,14.14,10.98,1,0,0
48,61131.0,19692.0,701.0,153,9,11.7,32.21,1,0,0
34,80833.0,19739.0,606.0,34,6,15.96,24.42,1,1,0
51,65159.0,1000.0,491.0,78,7,13.52,1.53,0,0,1
39,61400.0,8446.0,601.0,66,0,5.06,13.76,1,1,0
36,24674.0,12229.0,704.0,86,3,16.76,49.56,0,0,1
25,38193.0,13743.0,588.0,156,5,11.44,35.98,1,0,0
55,73845.0,9798.0,649.0,33,2,7.92,13.27,0,1,0
32,65259.0,9421.0,597.0,96,4,11.24,14.44,0,0,0
45,67986.0,26700.0,495.0,168,9,5.39,39.27,0,1,1
41,66437.0,14247.0,596.0,168,8,8.0,21.44,0,1,0
56,78216.0,10135.0,704.0,150,10,13.57,12.96,1,1,0
43,50295.0,14712.0,460.0,70,2,13.91,29.25,1,0,1
36,57169.0,18760.0,670.0,2,4,14.23,32.81,1,1,0
59,36484.0,15361.0,555.0,57,7,13.01,42.1,0,1,1
62,31996.0,13560.0,699.0,31,5,10.23,42.38,1,1,0
59,25413.0,10450.0,707.0,30,3,12.78,41.12,0,0,0
34,39067.0,10365.0,636.0,81,7,11.25,26.53,1,1,1
51,82946.0,10815.0,636.0,42,10,6.5,13.04,1,1,1
25,27051.0,17372.0,585.0,134,2,9.91,64.22,0,1,1
55,49536.0,8041.0,542.0,104,2,16.56,16.23,1,0,1
43,31723.0,17753.0,786.0,0,3,19.35,55.96,0,0,0
49,44182.0,24891.0,581.0,60,8,15.61,56.34,0,0,1
63,58054.0,17280.0,775.0,13,4,19.17,29.77,0,0,0
31,42398.0,12413.0,581.0,179,7,13.34,29.28,0,0,0
38,74614.0,5913.0,692.0,223,5,19.97,7.92,1,0,0
32,82612.0,26047.0,559.0,5,2,21.22,31.53,0,1,1
29,15000.0,6810.0,692.0,102,7,6.07,45.4,0,0,0
30,42706.0,20940.0,624.0,9,11,13.89,49.03,1,1,1
64,56065.0,19470.0,625.0,70,8,13.35,34.73,1,0,1
37,75270.0,13343.0,699.0,89,7,11.3,17.73,1,0,0
58,46824.0,13159.0,612.0,225,3,14.97,28.1,1,0,0
27,54641.0,2150.0,536.0,157,10,13.16,3.93,1,0,0
33,34179.0,17310.0,711.0,227,5,10.06,50.65,0,1,0
60,27410.0,19339.0,558.0,148,0,12.89,70.55,0,1,1
62,81017.0,7376.0,691.0,125,3,17.82,9.1,0,0,0
29,22167.0,13909.0,728.0,187,7,13.73,62.75,0,0,0
47,96915.0,15265.0,620.0,208,0,15.51,15.75,1,0,0
22,68053.0,19092.0,745.0,96,2,11.89,28.05,0,1,0
25,67240.0,15027.0,689.0,73,0,14.81,22.35,1,1,0
49,65358.0,3616.0,594.0,114,8,8.16,5.53,0,1,0
57,50452.0,11290.0,762.0,190,1,11.0,22.38,0,1,0
58,62058.0,16572.0,559.0,238,8,12.59,26.7,0,1,0
39,51600.0,20891.0,620.0,169,3,7.89,40.49,1,0,0
28,64955.0,10677.0,633.0,50,1,9.68,16.44,1,0,1
21,54394.0,30314.0,698.0,191,3,14.25,55.73,1,1,0
42,37894.0,1739.0,739.0,203,11,13.52,4.59,0,1,0
37,39330.0,11054.0,734.0,55,10,16.23,28.11,1,1,0
27,37283.0,14419.0,668.0,207,10,10.6,38.67,0,1,0
45,72476.0,13595.0,628.0,40,9,13.23,18.76,0,0,1
24,43886.0,6375.0,504.0,31,5,10.31,14.53,1,1,1
56,20582.0,18135.0,545.0,14,10,15.82,88.11,0,1,1
26,62143.0,17598.0,791.0,61,6,17.76,28.32,1,0,0
51,82261.0,15336.0,503.0,154,2,14.93,18.64,0,1,1
39,68915.0,17323.0,587.0,27,2,17.24,25.14,1,1,1
64,44140.0,12034.0,742.0,208,11,13.13,27.26,1,0,0
59,26437.0,3678.0,667.0,63,9,16.22,13.91,0,0,0
47,52583.0,9984.0,724.0,237,11,13.3,18.99,1,0,0
30,52134.0,16099.0,693.0,186,7,8.9,30.88,0,1,0
46,37554.0,16139.0,768.0,185,4,13.99,42.98,1,0,0
39,64919.0,15290.0,674.0,129,3,9.02,23.55,0,1,0
59,88239.0,18841.0,703.0,126,6,22.36,21.35,0,1,0
23,59001.0,10932.0,592.0,35,6,11.66,18.53,0,0,1
33,57889.0,15187.0,697.0,113,8,15.58,26.23,0,1,0
48,38130.0,19005.0,618.0,198,8,12.95,49.84,1,1,0
40,80153.0,14406.0,614.0,12,4,8.07,17.97,0,0,0
48,53647.0,6297.0,722.0,14,11,5.41,11.74,0,0,0
28,44579.0,8270.0,722.0,88,7,16.0,18.55,0,1,0
61,56146.0,20816.0,785.0,214,9,19.2,37.07,0,1,0
59,63495.0,24747.0,780.0,187,0,10.06,38.97,1,0,0
21,57506.0,23227.0,723.0,21,8,6.37,40.39,1,0,0
23,76711.0,16625.0,512.0,190,7,11.7,21.67,0,0,1
33,61911.0,6578.0,796.0,217,5,9.25,10.62,1,1,0
48,49889.0,14956.0,723.0,224,2,10.4,29.98,1,0,0
45,62221.0,25936.0,589.0,202,2,15.44,41.68,0,1,1
53,63993.0,19329.0,708.0,73,7,12.8,30.2,1,1,0
58,31665.0,13548.0,567.0,24,4,9.68,42.79,0,0,1
26,75690.0,19400.0,699.0,100,9,15.35,25.63,1,1,0
64,49584.0,6114.0,545.0,175,10,15.67,12.33,1,0,0
52,50044.0,10130.0,585.0,170,6,11.65,20.24,0,1,0
41,68525.0,7411.0,707.0,116,4,13.55,10.82,1,0,0
36,68449.0,18287.0,736.0,165,7,15.08,26.72,1,1,0
41,42385.0,19999.0,676.0,40,9,14.7,47.18,0,1,0
31,69452.0,13923.0,627.0,172,9,13.16,20.05,1,0,0
57,44912.0,8889.0,481.0,87,3,18.73,19.79,0,0,1
56,87752.0,14862.0,633.0,167,1,15.33,16.94,1,0,0
55,40093.0,11594.0,693.0,109,2,11.2,28.92,1,0,0
39,59311.0,9427.0,625.0,119,7,11.22,15.89,0,1,0
40,40924.0,17373.0,648.0,96,10,10.77,42.45,0,1,0
38,95009.0,9694.0,635.0,144,6,15.53,10.2,1,0,0
61,32719.0,4036.0,624.0,215,1,10.51,12.34,0,1,0
34,64439.0,5591.0,656.0,228,5,11.3,8.68,0,1,0
35,41772.0,3777.0,628.0,56,8,17.23,9.04,0,1,0
51,48626.0,16733.0,765.0,129,3,13.77,34.41,0,0,0
21,63164.0,16053.0,473.0,95,8,17.79,25.41,0,0,1
23,77043.0,15704.0,606.0,120,1,16.19,20.38,0,0,0
36,84221.0,19114.0,580.0,61,1,8.29,22.7,0,1,0
43,27335.0,23344.0,668.0,215,8,12.59,85.4,1,0,0
31,59820.0,10854.0,656.0,136,11,16.96,18.14,0,0,0
32,81271.0,17845.0,780.0,67,6,8.11,21.96,0,0,0
30,24664.0,3943.0,806.0,80,6,14.68,15.99,0,1,0
52,60659.0,24651.0,588.0,16,0,12.84,40.64,1,0,1
36,54962.0,6286.0,650.0,116,10,5.98,11.44,0,0,0
28,62462.0,10029.0,666.0,49,5,13.48,16.06,0,0,0
58,41099.0,10816.0,586.0,111,6,9.65,26.32,0,0,0
32,29159.0,4316.0,700.0,93,10,8.33,14.8,1,1,0
44,20564.0,15228.0,631.0,167,5,13.04,74.05,1,0,0
48,72575.0,16497.0,565.0,185,5,5.28,22.73,1,0,0
28,74873.0,13674.0,628.0,202,1,10.3,18.26,1,1,0
48,60448.0,4218.0,570.0,84,5,23.2,6.98,1,0,1
56,45385.0,28884.0,733.0,148,3,15.6,63.64,0,0,0
46,25785.0,18845.0,802.0,145,8,9.47,73.09,1,1,0
28,65140.0,33440.0,670.0,182,11,18.62,51.34,0,0,0
48,35186.0,9364.0,659.0,156,0,9.03,26.61,1,0,0
48,42197.0,21705.0,662.0,151,7,10.79,51.44,1,0,0
57,44442.0,20455.0,745.0,73,4,8.4,46.03,0,0,0
61,51444.0,12966.0,743.0,108,0,14.02,25.2,0,1,0
56,41337.0,24877.0,641.0,144,3,18.47,60.18,0,1,0
47,55602.0,12162.0,670.0,17,0,9.0,21.87,1,1,0
37,43807.0,12474.0,702.0,41,5,4.76,28.47,1,0,1
29,67625.0,1000.0,559.0,239,1,17.36,1.48,1,0,0
53,73559.0,17863.0,747.0,211,4,19.22,24.28,0,1,0
40,56954.0,5721.0,789.0,100,6,5.02,10.04,1,1,0
33,63327.0,11145.0,743.0,44,1,14.84,17.6,1,0,0
48,93121.0,7816.0,550.0,81,5,13.91,8.39,1,0,1
49,33893.0,12436.0,492.0,16,5,9.85,36.69,0,0,1
33,32798.0,18107.0,707.0,72,4,7.42,55.21,0,0,0
55,67510.0,15078.0,589.0,13,4,16.97,22.33,1,0,1
26,90038.0,19967.0,673.0,176,2,13.72,22.18,1,0,0
38,50311.0,23859.0,773.0,156,9,14.02,47.42,1,1,0
25,86083.0,12418.0,597.0,222,9,10.51,14.43,0,1,0
45,56736.0,11650.0,620.0,131,10,9.79,20.53,0,0,0
22,42744.0,21704.0,672.0,81,11,3.18,50.78,1,0,0
30,37168.0,22259.0,546.0,147,1,12.09,59.89,0,1,1
50,66329.0,20184.0,589.0,119,6,18.76,30.43,1,0,0
25,38531.0,8335.0,652.0,119,0,9.44,21.63,0,1,0
53,56463.0,17959.0,626.0,46,5,6.91,31.81,0,0,0
21,83502.0,15766.0,699.0,106,5,14.74,18.88,1,1,0
38,49478.0,22368.0,850.0,107,2,15.48,45.21,1,0,0
52,78652.0,10990.0,658.0,8,1,10.66,13.97,0,0,0
31,33138.0,3334.0,583.0,204,11,11.6,10.06,0,0,0
41,45390.0,19832.0,763.0,78,1,14.06,43.69,1,0,0
46,29671.0,1000.0,523.0,154,8,12.38,3.37,0,0,1
45,56314.0,9879.0,539.0,14,10,17.0,17.54,1,1,1
42,69041.0,7838.0,602.0,219,4,22.75,11.35,0,0,0
47,56353.0,7790.0,627.0,228,6,6.16,13.82,1,0,0
33,77087.0,9757.0,600.0,18,11,17.92,12.66,1,1,1
53,41515.0,23522.0,647.0,89,4,13.42,56.66,1,1,1
54,59056.0,20744.0,672.0,179,6,18.55,35.13,0,1,0
61,45506.0,13238.0,736.0,25,3,15.9,29.09,1,1,0
55,61510.0,22935.0,657.0,216,7,13.24,37.29,0,0,0
21,64067.0,7564.0,605.0,153,10,16.04,11.81,0,1,0
41,65483.0,6612.0,731.0,153,9,11.42,10.1,1,1,0
26,35729.0,21045.0,585.0,173,10,9.9,58.9,1,1,1
48,38985.0,19058.0,519.0,91,9,16.24,48.89,1,0,1
37,42323.0,11778.0,746.0,176,6,9.62,27.83,0,0,0
25,50700.0,7052.0,741.0,81,9,15.57,13.91,0,0,0
51,56569.0,25218.0,587.0,223,4,13.12,44.58,0,1,1
25,67746.0,2959.0,618.0,180,10,3.68,4.37,1,1,0
58,39734.0,10811.0,577.0,130,5,10.7,27.21,1,1,1
23,26182.0,16600.0,676.0,193,4,14.34,63.4,0,0,0
43,93803.0,27615.0,789.0,224,6,11.38,29.44,1,1,0
57,34634.0,17682.0,706.0,41,11,3.0,51.05,0,1,0
57,70054.0,18362.0,733.0,18,1,18.28,26.21,0,0,0
30,55563.0,11014.0,716.0,16,4,13.68,19.82,0,1,0
30,59524.0,18979.0,650.0,235,9,14.77,31.88,0,0,0
39,54972.0,15737.0,737.0,160,2,11.11,28.63,0,1,0
37,48073.0,3881.0,710.0,75,8,15.13,8.07,1,1,0
41,63352.0,20551.0,765.0,176,5,20.34,32.44,0,1,0
34,47105.0,21793.0,613.0,183,9,10.06,46.26,1,1,1
29,75993.0,20624.0,511.0,62,2,19.67,27.14,0,1,1
21,65232.0,15233.0,734.0,130,6,14.59,23.35,1,0,0
33,65793.0,8307.0,678.0,106,3,9.52,12.63,1,0,0
24,45872.0,1000.0,626.0,48,2,21.85,2.18,1,1,0
21,50746.0,16099.0,631.0,54,7,14.57,31.72,0,0,0
60,33618.0,22574.0,850.0,153,3,15.71,67.15,1,0,0
52,48646.0,21969.0,599.0,98,10,11.92,45.16,1,1,1
54,36342.0,20713.0,582.0,199,0,9.81,56.99,0,1,0
48,78635.0,14481.0,657.0,51,5,13.67,18.42,0,0,0
51,55910.0,22612.0,744.0,99,9,19.33,40.44,0,0,0
28,58069.0,21469.0,832.0,116,10,11.76,36.97,1,0,0
59,50947.0,12042.0,703.0,117,10,12.89,23.64,0,0,0
46,58556.0,19736.0,548.0,6,0,18.83,33.7,0,0,0
54,99368.0,11248.0,808.0,45,4,11.8,11.32,0,1,0
23,49597.0,18780.0,648.0,45,6,15.04,37.87,0,0,1
32,43293.0,5906.0,583.0,99,5,16.51,13.64,1,0,0
21,64534.0,6445.0,564.0,143,1,12.21,9.99,0,0,0
64,15000.0,22407.0,717.0,151,10,14.24,100.0,1,1,1
25,56151.0,21563.0,669.0,188,3,15.64,38.4,1,0,0
50,48309.0,19435.0,678.0,53,10,11.4,40.23,0,0,1
50,37138.0,15616.0,753.0,61,1,16.26,42.05,1,0,0
37,64140.0,1000.0,586.0,128,10,10.81,1.56,0,1,0
43,55972.0,14476.0,759.0,48,0,10.3,25.86,1,1,0
35,22557.0,18179.0,608.0,24,2,6.89,80.59,0,0,1
57,43362.0,11257.0,823.0,9,2,10.99,25.96,1,0,0
41,15000.0,10013.0,698.0,117,11,9.74,66.75,0,0,0
34,60279.0,25111.0,576.0,207,6,11.4,41.66,0,1,1
22,60099.0,14578.0,488.0,143,0,15.45,24.26,1,1,1
31,40721.0,18184.0,715.0,185,8,6.1,44.66,0,0,0
59,64722.0,20419.0,620.0,199,10,5.1,31.55,1,0,0
58,31915.0,7990.0,638.0,156,5,10.0,25.04,0,0,0
54,37603.0,16352.0,711.0,230,3,14.84,43.49,1,0,0
58,62509.0,24238.0,731.0,91,2,14.16,38.78,0,1,0
54,42604.0,27735.0,748.0,133,2,9.94,65.1,1,0,0
38,53872.0,15280.0,556.0,143,1,17.68,28.36,0,0,0
50,44854.0,13334.0,764.0,147,1,10.37,29.73,0,0,0
35,47603.0,16883.0,604.0,79,11,14.85,35.47,0,1,1
47,48390.0,16705.0,470.0,70,9,11.55,34.52,1,1,1
54,42278.0,24707.0,556.0,232,4,9.52,58.44,0,0,1
58,60444.0,8025.0,667.0,77,8,10.58,13.28,1,0,0
53,43697.0,13041.0,572.0,42,1,15.94,29.84,1,0,1
44,55282.0,7180.0,643.0,153,1,14.44,12.99,0,0,0
35,41883.0,7915.0,677.0,89,11,16.87,18.9,1,0,0
50,27383.0,17636.0,635.0,77,5,14.44,64.4,0,1,1
62,71424.0,20669.0,610.0,198,9,6.56,28.94,0,1,0
37,63991.0,10454.0,550.0,160,1,21.46,16.34,1,1,0
25,96196.0,20405.0,652.0,25,11,14.5,21.21,1,0,0
49,36208.0,22781.0,485.0,120,3,15.06,62.92,1,1,1
24,51239.0,28543.0,595.0,44,5,11.49,55.71,0,1,1
30,52687.0,15488.0,576.0,211,4,17.45,29.4,0,0,0
37,72809.0,10522.0,631.0,62,0,8.63,14.45,0,0,0
30,45872.0,7983.0,633.0,194,5,15.44,17.4,1,0,0
37,33921.0,7287.0,727.0,179,0,4.68,21.48,0,0,0
40,76741.0,23748.0,777.0,67,2,15.71,30.95,1,0,0
44,49300.0,4394.0,561.0,153,9,8.68,8.91,0,1,1
25,70816.0,23524.0,809.0,202,4,14.11,33.22,0,0,0
54,68720.0,8921.0,588.0,1,9,18.43,12.98,0,1,0
26,54462.0,10204.0,664.0,141,4,16.29,18.74,0,0,0
22,51862.0,13939.0,691.0,107,9,17.9,26.88,0,1,0
33,47952.0,10074.0,846.0,29,5,17.48,21.01,1,0,0
63,54727.0,21524.0,607.0,48,11,10.9,39.33,1,1,0
63,70536.0,27693.0,506.0,139,9,15.39,39.26,0,0,1
31,40664.0,10398.0,769.0,217,7,6.1,25.57,0,0,0
43,56959.0,11974.0,583.0,43,4,10.25,21.02,0,1,1
36,34865.0,13857.0,621.0,160,10,18.57,39.74,1,0,0
51,37106.0,18787.0,561.0,12,0,11.46,50.63,0,1,1
31,54443.0,13926.0,621.0,77,4,5.53,25.58,1,1,1
36,19717.0,24711.0,583.0,215,2,21.05,100.0,0,0,1
28,92090.0,23026.0,704.0,125,3,15.25,25.0,0,0,0
24,33525.0,6702.0,656.0,97,7,16.06,19.99,1,1,0
60,54278.0,18647.0,596.0,235,6,9.08,34.35,0,0,0
24,76028.0,25642.0,730.0,25,10,14.14,33.73,1,1,0
45,39468.0,11537.0,670.0,148,4,14.03,29.23,0,1,0
23,15000.0,12940.0,502.0,155,1,9.71,86.27,0,0,1
52,46991.0,11304.0,724.0,47,5,12.32,24.06,0,0,0
23,39253.0,11450.0,665.0,227,10,7.0,29.17,1,1,0
47,15000.0,3321.0,761.0,167,5,11.61,22.14,1,0,0
49,60128.0,5702.0,660.0,65,9,16.9,9.48,0,0,0
52,58728.0,15542.0,587.0,233,9,10.01,26.46,1,0,0
39,75562.0,25595.0,634.0,200,10,20.63,33.87,0,1,0
41,34825.0,10706.0,714.0,86,5,7.26,30.74,0,0,1
25,26216.0,10501.0,588.0,78,8,11.96,40.06,0,0,1
38,47679.0,26911.0,615.0,204,10,10.37,56.44,0,1,1
48,53410.0,7242.0,632.0,22,7,12.28,13.56,0,0,0
62,71584.0,3371.0,558.0,80,7,18.49,4.71,1,0,1
42,80390.0,9200.0,589.0,47,0,9.06,11.44,0,1,0
41,76861.0,10361.0,664.0,123,4,11.19,13.48,0,1,0
26,59978.0,2768.0,746.0,129,6,15.62,4.62,0,1,0
21,69391.0,14104.0,675.0,83,5,13.37,20.33,1,0,0
25,43471.0,21639.0,646.0,19,4,13.7,49.78,1,1,1
61,58031.0,5998.0,583.0,186,7,9.14,10.34,0,0,1
32,33557.0,15613.0,738.0,45,2,12.71,46.53,0,0,0
46,56128.0,17772.0,685.0,130,5,17.53,31.66,0,0,0
54,56596.0,14416.0,593.0,182,4,6.56,25.47,0,0,0
34,85998.0,16300.0,722.0,11,7,10.21,18.95,0,1,0
46,50878.0,16381.0,695.0,39,3,5.74,32.2,0,0,0
47,56621.0,9311.0,585.0,65,7,15.15,16.44,0,1,0
29,59265.0,25490.0,642.0,99,9,17.9,43.01,0,1,0
46,46813.0,23734.0,611.0,77,1,12.27,50.7,0,1,0
42,40555.0,23329.0,850.0,15,8,8.98,57.52,1,0,0
50,78379.0,22096.0,693.0,82,8,9.1,28.19,1,1,0
63,37343.0,3975.0,665.0,161,9,11.81,10.64,1,0,0
37,31097.0,21482.0,688.0,43,9,11.8,69.08,0,0,1
46,67245.0,19589.0,760.0,237,5,16.65,29.13,0,1,0
56,75841.0,4244.0,643.0,133,3,10.32,5.6,0,0,0
